entry_time,entry_price,trade_type,order_type,capital_before,trading_amount,currently_trading,exit_time,exit_price,pnl,pnl_pct,capital_after
2025-04-18 03:26:00,84750.0,BUY,MARKET,100.0,100.0,False,2025-04-19 03:37:00,84935.8,0.00900190392921306,9.001903929213059e-05,100.00900190392922
2025-04-19 05:17:00,85030.41,BUY,MARKET,100.00900190392922,100.00900190392922,False,2025-04-19 08:02:00,85226.41,0.020264059157863196,0.00020262235170919197,100.02926596308708
2025-04-19 08:17:00,85122.43,BUY,MARKET,100.02926596308708,100.02926596308708,False,2025-04-20 20:49:00,85100.0,-0.23638045769130794,-0.002363112989137972,99.79288550539577
2025-04-20 22:20:00,84778.73,BUY,MARKET,99.79288550539577,99.79288550539577,False,2025-04-21 01:07:00,87028.98,2.436296635478814,0.02441353031471451,102.22918214087458
2025-04-21 09:37:00,87316.83,BUY,MARKET,102.22918214087458,102.22918214087458,False,2025-04-22 01:52:00,88423.29,1.079330204919536,0.010557946198104075,103.30851234579411
2025-04-22 02:41:00,88002.0,BUY,MARKET,103.30851234579411,103.30851234579411,False,2025-04-27 21:55:00,94382.46,7.2650608775027194,0.07032393277705053,110.57357322329683
2025-04-27 22:12:00,94010.84,BUY,MARKET,110.57357322329683,110.57357322329683,True,2025-04-28 00:00:00,93728.16,-0.5643100211917882,-0.005103480015538588,110.00926320210505
